tenure,MonthlyCharges,Contract,TotalCharges
72,19.9,Two year,1529.65
34,99.85,One year,3343.15
1,45.3,Month-to-month,45.3
52,20.65,One year,1022.95
69,24.95,Two year,1718.35
39,20.15,Two year,826.0
65,74.8,Two year,4820.15
68,25.25,Two year,1728.2
25,84.6,Month-to-month,2088.05
6,84.4,Month-to-month,556.35
64,70.2,Two year,4481.0
7,69.95,Month-to-month,529.5
32,86.1,Month-to-month,2723.75
41,20.15,Two year,802.35
2,44.65,Month-to-month,74.9
24,50.6,One year,1288.75
1,19.4,Month-to-month,19.4
54,44.1,One year,2369.7
39,59.85,Month-to-month,2341.5
14,80.45,Month-to-month,1072.0
7,69.7,Month-to-month,516.15
25,19.5,One year,516.3
44,92.95,Month-to-month,4122.9
61,99.9,One year,6241.35
72,114.45,Two year,8375.05
43,99.3,Month-to-month,4209.95
58,107.75,One year,6332.75
71,66.8,One year,4689.15
22,95.1,Month-to-month,2162.6
34,85.2,Month-to-month,2874.45
52,72.95,Month-to-month,3829.75
64,43.85,Month-to-month,2751.0
44,85.25,One year,3704.15
13,44.8,Month-to-month,559.2
24,90.55,Month-to-month,2282.55
70,114.75,Two year,7842.3
70,76.95,Two year,5289.8
1,85.0,Month-to-month,85.0
72,21.0,Two year,1493.75
11,76.5,Month-to-month,837.95
12,59.8,One year,727.8
72,110.6,Two year,7962.2
8,101.35,Month-to-month,780.5
15,85.3,Month-to-month,1219.85
13,56.0,Month-to-month,764.55
68,79.6,Two year,5515.8
17,80.05,Month-to-month,1345.65
71,25.45,Two year,1813.35
6,69.1,Month-to-month,435.0
24,19.7,Two year,452.55
6,91.1,Month-to-month,455.3
47,19.3,Two year,890.5
4,75.65,Month-to-month,302.35
13,93.8,Month-to-month,1261.0
3,74.55,Month-to-month,233.65
12,53.75,Month-to-month,648.65
17,79.85,One year,1387.35
19,58.2,One year,1045.25
52,21.0,Two year,1107.2
29,89.65,Month-to-month,2623.65
3,45.45,Month-to-month,141.7
3,36.45,Month-to-month,93.7
32,83.7,One year,2633.3
1,80.85,Month-to-month,80.85
55,104.15,One year,5743.05
20,98.55,Month-to-month,2031.95
22,19.95,One year,433.5
60,80.95,Month-to-month,4859.1
27,88.3,Month-to-month,2467.75
1,74.35,Month-to-month,74.35
4,93.5,Month-to-month,362.2
3,85.3,Month-to-month,264.8
12,29.35,Month-to-month,381.2
17,51.5,Month-to-month,900.5
48,20.2,Two year,1027.25
12,78.3,Month-to-month,909.25
45,24.65,Two year,1138.8
1,51.2,Month-to-month,51.2
72,85.25,Two year,6083.1
28,100.2,One year,2688.45
51,81.0,Month-to-month,4085.75
1,49.9,Month-to-month,49.9
8,65.5,Two year,564.35
43,106.0,One year,4532.3
22,84.3,Month-to-month,1855.65
18,20.45,Month-to-month,357.0
54,65.25,One year,3529.95
13,80.85,Month-to-month,1008.7
69,85.4,Month-to-month,5869.4
66,56.75,Two year,3708.4
53,19.05,One year,990.45
3,19.1,Month-to-month,53.05
20,19.7,Two year,406.95
1,18.85,Month-to-month,18.85
38,62.3,One year,2354.8
13,20.3,Month-to-month,275.4
57,89.85,Month-to-month,4925.35
67,19.8,Two year,1311.3
11,55.6,Month-to-month,580.8
14,50.1,Month-to-month,709.5
21,80.35,Month-to-month,1747.2
1,19.7,Month-to-month,19.7
59,25.0,Two year,1510.5
43,101.4,Month-to-month,4528.0
7,38.55,Two year,280.0
56,81.25,Two year,4620.4
13,73.35,Month-to-month,931.55
3,29.65,Month-to-month,90.05
8,76.15,Two year,645.8
1,70.15,Month-to-month,70.15
5,34.25,Month-to-month,163.55
19,24.1,Month-to-month,439.2
0,52.55,Two year,0.0
71,19.7,Two year,1415.85
9,45.4,Month-to-month,418.8
1,73.5,Month-to-month,73.5
24,24.7,Two year,571.75
3,19.6,One year,61.35
39,103.45,Month-to-month,3994.45
69,93.3,Two year,6398.05
33,60.9,Month-to-month,2033.85
24,51.15,Month-to-month,1275.7
16,20.0,Month-to-month,275.7
39,19.75,Two year,757.95
37,20.35,Month-to-month,697.65
71,91.05,Two year,6293.75
29,90.1,One year,2656.7
68,91.7,Two year,6424.7
52,101.25,One year,5301.1
3,60.25,Month-to-month,170.5
1,81.7,Month-to-month,81.7
72,114.55,Two year,8306.05
26,83.95,Month-to-month,2254.2
3,80.5,Month-to-month,232.35
3,20.5,Month-to-month,76.95
59,111.35,Month-to-month,6519.75
33,105.35,Month-to-month,3465.05
26,85.7,Month-to-month,2067.0
30,100.4,Month-to-month,2936.25
22,78.85,Month-to-month,1600.25
72,89.75,Two year,6595.9
7,25.05,Month-to-month,152.95
66,110.6,One year,7210.85
71,105.55,Two year,7405.5
8,75.25,Month-to-month,576.7
15,103.45,Month-to-month,1539.8
70,106.15,One year,7475.1
55,85.1,Two year,4657.95
1,19.05,Month-to-month,19.05
63,102.4,Month-to-month,6444.05
10,20.0,Month-to-month,185.4
3,73.85,Month-to-month,196.4
54,20.0,Two year,1149.65
72,67.2,Two year,4671.7
28,25.7,Month-to-month,734.6
65,85.75,Month-to-month,5688.45
70,20.35,Two year,1458.1
55,50.55,Month-to-month,2832.75
68,20.5,Two year,1424.9
45,19.2,Two year,903.7
9,74.85,Month-to-month,708.2
72,115.5,Two year,8312.75
64,99.15,Month-to-month,6171.2
72,83.7,Two year,6096.9
47,84.95,One year,4018.05
1,20.5,Month-to-month,20.5
19,20.6,Month-to-month,414.95
6,49.15,Month-to-month,270.8
48,24.35,One year,1133.7
1,19.5,Month-to-month,19.5
63,74.5,Two year,4674.55
8,75.0,Month-to-month,632.95
65,104.3,Two year,6725.3
43,20.0,One year,817.95
38,54.5,Month-to-month,2076.05
1,45.15,Month-to-month,45.15
2,20.3,Month-to-month,40.25
4,80.35,Month-to-month,307.4
69,109.95,Two year,7634.25
3,74.45,Month-to-month,221.1
70,110.2,Two year,7689.8
4,49.35,Month-to-month,219.65
46,103.15,One year,4594.65
2,44.6,Month-to-month,97.1
65,69.55,Two year,4459.15
19,96.8,Month-to-month,1743.05
21,61.65,Month-to-month,1393.6
48,78.9,Two year,3771.5
17,89.15,Month-to-month,1496.9
64,20.05,Two year,1198.05
66,92.15,One year,6056.9
70,78.35,One year,5445.95
29,80.1,Month-to-month,2211.8
1,62.8,Month-to-month,62.8
47,19.65,Two year,921.55
71,20.9,Two year,1493.2
42,20.7,Two year,828.85
62,79.95,Two year,4819.75
56,45.05,Two year,2560.1
70,115.55,One year,8127.6
43,24.25,Two year,1077.95
44,88.4,One year,3912.9
27,45.85,One year,1246.4
31,103.45,One year,3066.45
13,19.75,Two year,265.75
26,90.8,Month-to-month,2361.8
59,18.4,Two year,1057.85
51,94.65,Month-to-month,4812.75
1,84.65,Month-to-month,84.65
48,107.4,Month-to-month,5121.3
70,80.7,Two year,5617.95
16,20.1,One year,296.15
67,102.9,Two year,6989.7
28,30.1,Month-to-month,810.85
4,65.6,Month-to-month,250.1
72,19.3,Two year,1414.8
25,38.1,One year,970.4
48,96.9,Two year,4473.45
72,106.3,Two year,7565.35
2,85.7,Month-to-month,169.8
56,86.4,Month-to-month,4922.4
69,19.1,Two year,1268.85
9,44.95,Month-to-month,431.0
37,80.05,One year,3019.1
51,56.4,One year,2928.5
70,25.15,Two year,1790.15
38,103.65,Month-to-month,3988.5
23,90.6,Month-to-month,1943.2
44,20.0,One year,860.85
5,20.45,Two year,106.9
67,105.4,One year,7035.6
72,20.7,Two year,1482.3
7,94.05,One year,633.45
54,79.95,Two year,4362.05
41,80.55,One year,3263.9
63,108.75,Month-to-month,6871.7
1,70.4,Month-to-month,70.4
59,99.5,Two year,5861.75
50,109.65,Two year,5551.15
3,95.1,Month-to-month,307.4
71,99.2,Two year,7213.75
57,20.65,Two year,1125.6
15,80.2,Month-to-month,1217.25
72,55.45,Two year,4179.2
42,74.15,Month-to-month,3229.4
72,98.2,Two year,7015.9
18,25.3,Two year,454.65
70,65.2,One year,4543.15
26,83.75,Month-to-month,2070.6
64,25.65,Two year,1740.8
8,80.45,Month-to-month,583.45
68,113.15,Two year,7856.0
22,89.75,Month-to-month,1938.9
72,84.7,Two year,5893.9
23,20.4,Two year,478.75
24,29.1,Month-to-month,688.0
16,94.25,Month-to-month,1483.25
63,108.25,Month-to-month,6780.1
72,107.45,Two year,7658.3
6,85.35,Month-to-month,489.45
62,94.0,One year,5757.2
9,19.05,Month-to-month,157.65
71,24.55,Two year,1719.15
18,56.25,Month-to-month,969.85
9,74.05,Month-to-month,678.45
48,117.45,Month-to-month,5438.9
33,19.8,Two year,641.35
27,101.9,One year,2681.15
70,104.3,Two year,7188.5
17,20.15,One year,353.65
41,55.7,Month-to-month,2237.55
7,48.2,Month-to-month,340.35
26,80.5,Month-to-month,2088.8
10,51.65,Month-to-month,524.5
57,53.35,Two year,3090.05
35,61.0,Month-to-month,2130.45
28,80.6,Month-to-month,2244.95
72,109.75,Two year,7932.5
27,84.8,Month-to-month,2309.55
67,20.8,Two year,1411.9
11,20.35,Month-to-month,215.25
69,104.7,One year,7220.35
52,98.15,Month-to-month,4993.4
52,81.4,One year,4354.45
24,20.15,One year,456.85
12,20.05,Two year,264.55
1,44.35,Month-to-month,44.35
15,19.35,Two year,278.85
9,94.4,Month-to-month,857.25
18,88.85,Month-to-month,1594.75
66,25.15,Two year,1683.6
46,56.9,One year,2560.1
2,74.4,Month-to-month,139.4
17,86.75,One year,1410.25
47,40.3,One year,1794.8
63,108.5,Two year,6991.9
1,20.3,Month-to-month,20.3
70,66.0,Two year,4891.5
38,20.45,Month-to-month,781.25
58,24.5,One year,1497.9
60,64.75,One year,4039.5
68,88.15,Two year,6148.45
48,60.6,One year,2985.25
35,106.9,Month-to-month,3756.45
71,80.1,Two year,5585.4
55,56.8,Two year,3112.05
42,100.3,Month-to-month,4222.95
56,96.95,Month-to-month,5432.2
40,62.05,One year,2511.55
72,84.8,Two year,6141.65
32,91.05,Month-to-month,2954.5
35,85.3,Month-to-month,2917.5
58,102.1,Month-to-month,5885.4
45,73.55,Two year,3349.1
20,82.4,Month-to-month,1592.35
3,69.6,Month-to-month,207.4
68,89.05,Two year,6185.8
9,74.65,Month-to-month,703.55
36,74.9,Month-to-month,2659.45
37,40.2,Month-to-month,1478.85
1,70.85,Month-to-month,70.85
72,104.45,One year,7459.0
1,80.2,Month-to-month,80.2
55,55.7,Month-to-month,3131.8
28,54.35,One year,1426.45
52,58.75,Two year,3038.55
1,44.0,Month-to-month,44.0
42,80.45,One year,3375.9
49,95.4,Month-to-month,4613.95
26,95.85,One year,2475.35
35,19.7,Two year,730.4
1,45.25,Month-to-month,45.25
52,108.1,Month-to-month,5839.3
72,110.65,Two year,8065.65
45,84.55,Month-to-month,3713.95
41,104.7,Month-to-month,4346.4
54,87.1,Two year,4735.2
22,40.05,Month-to-month,880.2
72,92.0,Two year,6474.4
14,80.45,Month-to-month,1137.05
63,19.25,Two year,1237.65
7,19.45,Two year,165.35
72,109.2,Two year,7878.3
7,48.7,Month-to-month,340.25
1,44.75,Month-to-month,44.75
16,74.55,Month-to-month,1170.5
14,59.8,Month-to-month,824.85
1,70.6,Month-to-month,70.6
60,44.45,One year,2773.9
1,71.0,Month-to-month,71.0
45,75.15,Two year,3480.35
1,45.7,Month-to-month,45.7
72,109.25,One year,8109.8
6,19.45,One year,113.5
1,55.25,Month-to-month,55.25
19,56.2,Month-to-month,1093.4
24,64.35,Two year,1558.65
64,76.1,Two year,4818.8
17,90.95,Month-to-month,1612.2
8,44.45,Month-to-month,369.3
24,20.3,Month-to-month,459.95
11,20.25,Month-to-month,208.0
40,56.6,Month-to-month,2379.1
36,25.1,Two year,930.95
71,108.05,Two year,7532.15
7,19.4,Month-to-month,168.65
3,77.4,Month-to-month,206.15
38,20.05,One year,678.2
0,25.75,Two year,0.0
1,74.7,Month-to-month,74.7
25,70.95,Month-to-month,1767.35
69,20.2,Two year,1376.5
36,91.95,Month-to-month,3301.05
63,99.7,Two year,6330.4
12,96.05,Month-to-month,1148.1
19,20.2,Two year,387.4
18,87.9,Month-to-month,1500.5
32,79.25,One year,2619.15
56,105.35,Month-to-month,5794.45
6,19.5,Month-to-month,146.3
9,50.8,One year,463.6
32,36.25,One year,1151.05
58,100.4,Month-to-month,5749.8
8,59.25,Month-to-month,436.6
17,64.8,One year,1175.6
27,70.55,Month-to-month,1943.9
13,85.95,Month-to-month,1215.65
49,49.65,Two year,2409.9
21,20.85,Two year,435.25
36,35.35,One year,1317.95
1,76.4,Month-to-month,76.4
42,20.0,Two year,833.55
16,79.5,One year,1264.2
49,107.95,Two year,5293.2
64,102.1,Two year,6538.45
2,45.25,Month-to-month,74.2
72,89.4,Two year,6376.55
1,25.1,Month-to-month,25.1
1,95.0,Month-to-month,95.0
23,91.1,Two year,2198.3
12,21.15,Month-to-month,306.05
12,99.45,Month-to-month,1200.15
26,19.8,One year,457.3
