tenure,MonthlyCharges,Contract,TotalCharges,Churn
9,79.55,Month-to-month,718.55,No
14,65.45,Month-to-month,937.6,Yes
58,98.7,Month-to-month,5812.6,Yes
53,46.3,Month-to-month,2546.85,No
70,99.35,Two year,6944.5,No
14,95.8,Month-to-month,1346.3,No
22,67.5,One year,1544.05,Yes
10,78.15,Month-to-month,765.15,No
29,26.1,Two year,692.55,No
1,69.6,Month-to-month,69.6,Yes
49,84.35,One year,4059.35,Yes
68,100.2,Month-to-month,6851.65,Yes
1,78.05,Month-to-month,78.05,Yes
30,40.35,One year,1187.05,No
72,79.2,Two year,5401.9,No
10,20.9,Month-to-month,247.0,No
7,73.6,Month-to-month,520.0,Yes
9,74.75,Month-to-month,706.6,Yes
1,49.9,Month-to-month,49.9,No
20,68.9,Month-to-month,1370.35,No
1,20.25,Month-to-month,20.25,No
29,76.0,Month-to-month,2215.25,No
1,74.0,Month-to-month,74.0,No
3,82.3,Month-to-month,214.4,No
20,89.4,Month-to-month,1871.15,No
64,99.15,Month-to-month,6171.2,No
1,20.2,Month-to-month,20.2,Yes
6,29.45,Month-to-month,161.45,No
50,19.8,Two year,1013.2,No
6,59.15,Month-to-month,336.7,No
7,44.75,Month-to-month,333.65,No
72,90.8,Two year,6511.8,No
8,49.55,Month-to-month,393.45,No
67,106.7,Two year,7009.5,No
24,93.55,Month-to-month,2264.05,Yes
72,94.45,Two year,6921.7,No
33,19.45,One year,600.25,No
2,25.05,Month-to-month,56.35,Yes
70,67.95,Two year,4664.15,No
22,65.25,One year,1441.8,No
59,99.45,Month-to-month,5623.7,No
36,20.35,One year,695.85,No
51,19.95,Two year,1028.75,No
53,77.4,One year,4155.95,No
20,19.7,One year,395.6,No
63,99.7,Two year,6330.4,No
40,74.8,Month-to-month,2971.7,No
35,19.15,One year,638.0,No
26,78.95,One year,2034.25,No
27,95.55,Month-to-month,2510.2,Yes
53,62.85,One year,3419.5,No
34,71.55,Month-to-month,2427.35,No
19,94.95,Month-to-month,1760.25,No
43,86.1,Month-to-month,3551.65,No
6,19.55,Month-to-month,122.9,No
56,24.8,Two year,1424.2,No
57,39.3,Month-to-month,2111.45,Yes
34,84.05,Month-to-month,2909.95,No
10,36.25,Month-to-month,374.0,No
1,20.25,Month-to-month,20.25,Yes
13,23.9,Month-to-month,300.8,Yes
56,98.6,Month-to-month,5581.05,No
55,103.65,Month-to-month,5676.65,No
36,92.9,Two year,3379.25,No
47,19.9,One year,942.95,No
12,20.1,Month-to-month,232.4,No
1,85.45,Month-to-month,85.45,Yes
24,80.5,Month-to-month,2088.45,No
63,99.9,One year,6137.0,Yes
35,39.85,Month-to-month,1434.6,No
67,60.5,One year,3870.0,No
25,84.8,Month-to-month,2043.45,Yes
21,103.85,Month-to-month,2215.0,No
13,67.8,Month-to-month,842.25,No
35,75.2,Month-to-month,2576.2,Yes
71,24.85,Two year,1901.0,No
29,19.35,Month-to-month,601.6,No
71,49.35,Two year,3515.25,Yes
7,89.0,Month-to-month,605.45,No
57,55.0,Month-to-month,3094.05,No
65,76.15,Two year,4929.55,No
27,20.3,One year,595.05,No
6,74.9,Month-to-month,469.8,Yes
72,117.35,Two year,8436.25,No
1,19.75,Month-to-month,19.75,No
11,45.2,Month-to-month,492.0,No
39,25.2,Two year,987.95,No
59,89.75,Month-to-month,5496.9,No
26,75.0,One year,1908.35,No
2,49.95,Month-to-month,107.1,No
72,65.7,Two year,4575.35,No
65,67.05,One year,4309.55,No
72,110.9,Two year,7922.75,No
6,87.95,Month-to-month,522.35,No
32,19.8,One year,587.7,No
50,75.7,One year,3876.2,No
61,62.15,Two year,3778.85,No
15,101.25,Month-to-month,1457.25,Yes
72,115.15,Two year,8349.45,No
9,18.95,Month-to-month,185.6,Yes
1,19.5,Month-to-month,19.5,No
12,86.55,Month-to-month,1066.9,No
37,28.6,Month-to-month,973.55,Yes
61,20.4,One year,1226.45,No
18,19.8,One year,342.3,No
21,45.65,Month-to-month,985.05,No
68,56.4,Two year,3948.45,No
12,73.3,Month-to-month,828.05,No
2,24.35,Month-to-month,41.85,Yes
62,101.35,Month-to-month,6164.7,No
29,98.65,Month-to-month,2862.75,Yes
1,33.6,Month-to-month,33.6,No
5,79.9,Month-to-month,343.95,Yes
1,20.7,Month-to-month,20.7,No
62,104.05,Two year,6590.5,No
36,20.25,Two year,717.95,No
28,103.3,Month-to-month,2890.65,Yes
69,73.7,One year,4885.85,No
11,96.2,Month-to-month,1222.05,Yes
63,108.75,Month-to-month,6871.7,No
23,20.15,One year,405.6,No
10,19.75,Month-to-month,208.25,No
71,25.95,Two year,1801.9,No
45,70.05,Month-to-month,3062.45,No
70,24.05,Two year,1764.75,No
22,84.75,Month-to-month,1816.75,No
52,23.05,Two year,1255.1,No
55,104.15,One year,5743.05,Yes
65,59.95,Two year,3921.1,No
72,19.55,Two year,1463.45,No
10,19.6,One year,189.45,No
7,20.05,One year,96.8,No
5,85.55,Month-to-month,408.5,No
24,78.6,Two year,1846.65,No
72,116.8,Two year,8456.75,No
21,43.55,Month-to-month,1011.5,No
69,60.8,One year,4263.4,No
44,54.9,Month-to-month,2549.1,No
61,65.2,One year,3965.05,No
24,102.95,Month-to-month,2496.7,Yes
1,90.6,Month-to-month,90.6,Yes
6,50.8,Month-to-month,288.05,Yes
4,90.05,Month-to-month,368.1,Yes
72,108.2,Two year,7840.6,No
72,92.0,Two year,6632.75,No
14,75.1,Month-to-month,1013.35,No
7,25.05,Month-to-month,152.95,No
48,75.15,One year,3772.65,No
55,19.5,One year,1026.35,No
1,19.3,Month-to-month,19.3,No
45,112.2,One year,5031.85,No
3,70.3,Month-to-month,220.4,No
71,19.6,Two year,1416.5,No
8,20.25,Month-to-month,158.35,No
3,75.85,Month-to-month,256.6,Yes
69,80.65,Two year,5542.55,No
1,68.5,Month-to-month,68.5,Yes
72,115.75,Two year,8443.7,No
11,73.5,Month-to-month,791.75,Yes
71,80.6,Two year,5708.2,No
1,69.95,Month-to-month,69.95,Yes
33,59.55,Two year,2016.3,No
16,19.05,One year,326.65,No
56,95.65,One year,5471.75,No
1,19.95,Month-to-month,19.95,No
5,70.05,Month-to-month,346.4,Yes
57,19.4,One year,1061.6,No
56,36.1,One year,1971.5,No
8,94.0,Month-to-month,773.65,Yes
22,61.15,Month-to-month,1422.05,Yes
1,19.75,Month-to-month,19.75,No
40,64.1,Month-to-month,2460.35,No
46,19.75,Two year,856.5,No
63,19.7,Two year,1275.85,No
68,110.2,Two year,7467.5,No
69,106.35,Two year,7261.75,No
56,90.55,Month-to-month,5116.6,No
10,65.9,One year,660.05,No
63,104.5,One year,6590.8,No
24,52.5,Two year,1208.15,No
19,56.1,Month-to-month,1033.9,No
22,88.75,Month-to-month,1885.15,No
29,84.45,Month-to-month,2467.1,Yes
13,75.3,One year,989.45,Yes
70,26.0,Two year,2006.95,No
49,99.4,Month-to-month,5025.0,No
43,109.55,One year,4830.25,Yes
3,19.6,Month-to-month,59.75,Yes
42,73.15,One year,3088.25,No
57,54.65,One year,3134.7,No
2,66.4,Month-to-month,94.55,Yes
72,115.55,Two year,8312.4,No
46,104.45,Month-to-month,4863.85,No
66,100.05,Month-to-month,6871.9,Yes
62,102.0,One year,6529.25,Yes
72,91.15,Two year,6637.9,No
35,89.7,One year,3165.6,No
17,90.2,Month-to-month,1454.15,Yes
72,92.4,Two year,6786.1,No
28,19.9,One year,543.0,No
56,25.15,Two year,1327.15,Yes
31,79.85,Month-to-month,2404.15,Yes
45,18.85,One year,867.3,No
1,25.75,Month-to-month,25.75,No
2,49.6,Month-to-month,114.7,Yes
6,20.95,Month-to-month,109.5,No
48,97.05,One year,4692.95,No
25,25.4,Month-to-month,546.85,No
64,19.7,Two year,1274.05,No
50,35.0,Month-to-month,1782.4,No
52,101.25,One year,5301.1,No
4,70.2,Month-to-month,280.35,No
32,90.95,Month-to-month,2897.95,No
45,73.85,Two year,3371.0,No
9,88.05,Month-to-month,801.3,No
66,105.95,One year,6975.25,Yes
3,91.85,Month-to-month,257.05,Yes
54,20.1,Two year,1079.45,No
1,40.1,Month-to-month,40.1,Yes
64,110.3,Two year,6997.3,No
31,73.9,Month-to-month,2217.15,Yes
14,89.8,Month-to-month,1129.1,Yes
12,85.15,One year,979.05,No
67,60.95,One year,4119.4,No
35,72.25,Month-to-month,2568.55,Yes
45,73.55,Two year,3349.1,No
10,46.0,Month-to-month,492.1,No
29,58.55,Month-to-month,1718.95,No
24,24.6,One year,605.25,No
66,19.75,Two year,1344.5,No
51,86.35,One year,4267.15,No
45,25.5,Two year,1121.05,No
49,19.0,One year,918.7,No
29,19.55,Two year,521.8,No
40,110.1,Month-to-month,4469.1,No
37,96.55,Month-to-month,3580.3,Yes
25,69.75,Month-to-month,1729.35,No
22,50.6,Month-to-month,1073.3,No
72,65.6,Two year,4566.5,No
7,40.1,Month-to-month,293.3,Yes
33,82.1,Two year,2603.1,No
23,79.1,Month-to-month,1783.75,No
24,101.25,Month-to-month,2440.15,Yes
1,79.55,Month-to-month,79.55,Yes
69,90.65,Two year,6322.1,No
3,20.55,One year,57.4,No
56,75.75,One year,4284.65,No
65,110.0,One year,7138.65,No
71,20.85,One year,1539.75,No
14,80.35,Month-to-month,1058.1,No
2,70.15,Month-to-month,123.8,No
32,84.05,One year,2781.85,Yes
40,67.45,Month-to-month,2731.0,No
1,20.75,Month-to-month,20.75,No
1,89.1,Month-to-month,89.1,Yes
7,69.9,Month-to-month,497.3,No
15,51.1,Month-to-month,711.15,No
17,94.4,Month-to-month,1607.2,Yes
19,78.25,Month-to-month,1490.95,Yes
71,25.55,Two year,1898.1,No
54,60.0,Two year,3273.95,No
31,90.55,Month-to-month,2929.75,No
11,76.4,Month-to-month,838.7,No
18,84.95,Month-to-month,1443.65,No
72,110.1,Two year,7746.7,No
71,99.65,Month-to-month,6951.15,No
5,45.4,Month-to-month,214.75,No
38,69.0,One year,2669.45,No
5,48.65,Month-to-month,235.2,No
2,44.15,Month-to-month,92.65,Yes
52,59.85,Two year,3103.25,No
8,75.75,Month-to-month,606.25,Yes
68,80.65,Two year,5330.2,No
69,20.55,One year,1403.1,No
42,66.4,Month-to-month,2727.8,No
50,100.2,Two year,5038.45,No
1,19.1,Month-to-month,19.1,Yes
1,80.3,Month-to-month,80.3,Yes
33,44.55,Month-to-month,1462.6,No
7,20.35,Month-to-month,150.6,No
64,91.8,Month-to-month,5960.5,No
1,74.9,Month-to-month,74.9,Yes
59,20.2,Two year,1192.3,No
6,50.35,Month-to-month,314.55,No
3,18.8,Month-to-month,56.0,No
15,20.45,Month-to-month,330.8,No
13,64.75,One year,877.35,No
23,98.7,Month-to-month,2249.1,No
31,89.45,Month-to-month,2807.65,No
29,58.75,One year,1696.2,No
49,20.7,One year,1032.05,No
56,85.6,Month-to-month,4902.8,No
63,80.3,Two year,4995.35,No
63,79.8,Two year,5034.05,No
24,79.85,Month-to-month,1857.75,No
36,54.1,One year,1992.85,No
9,80.85,Month-to-month,751.65,Yes
3,24.75,Month-to-month,66.95,Yes
21,80.9,One year,1714.95,No
13,24.5,One year,343.6,No
1,20.15,Month-to-month,20.15,No
25,20.05,One year,520.1,No
71,19.6,Two year,1387.45,No
66,114.3,One year,7383.7,No
45,100.3,One year,4483.95,No
22,80.0,Month-to-month,1706.45,No
67,20.85,One year,1327.4,No
68,89.95,Two year,5974.3,No
0,20.0,Two year,0.0,No
49,90.85,Month-to-month,4515.85,Yes
4,48.75,Month-to-month,179.85,No
63,80.0,One year,5040.2,No
2,79.7,Month-to-month,165.0,Yes
21,20.35,One year,422.7,No
55,57.55,Two year,3046.4,Yes
1,20.25,Month-to-month,20.25,No
17,19.4,Two year,358.05,No
30,100.4,Month-to-month,2936.25,No
22,57.95,Month-to-month,1271.8,No
9,59.5,Month-to-month,530.05,No
1,19.2,Month-to-month,19.2,No
21,86.5,Month-to-month,1808.7,Yes
19,59.55,Month-to-month,1144.6,No
69,103.95,Month-to-month,7446.9,Yes
1,25.1,Month-to-month,25.1,Yes
72,103.95,Two year,7556.9,No
70,68.95,Two year,4858.7,No
66,103.1,Month-to-month,6595.0,No
7,24.7,Month-to-month,149.05,No
46,110.2,Month-to-month,4972.1,No
39,48.95,Month-to-month,1880.85,Yes
32,62.45,Month-to-month,2045.55,No
24,89.55,Month-to-month,2187.15,No
6,83.55,Month-to-month,477.55,Yes
37,78.9,Month-to-month,2976.95,No
8,20.35,Month-to-month,178.7,No
72,71.45,Two year,5025.85,No
71,46.35,Two year,3353.4,No
16,94.65,Month-to-month,1461.15,No
57,49.9,Month-to-month,2782.4,No
66,25.45,One year,1699.15,No
17,89.15,Month-to-month,1496.9,Yes
21,20.75,Month-to-month,452.2,No
66,66.1,Two year,4428.45,No
17,75.4,Month-to-month,1322.55,No
1,70.45,Month-to-month,70.45,Yes
58,60.3,One year,3563.8,Yes
8,21.05,Month-to-month,139.75,No
27,69.35,One year,1927.3,No
34,88.85,Month-to-month,3000.25,No
30,97.0,One year,3021.3,No
33,66.4,Month-to-month,2245.4,No
1,24.75,Month-to-month,24.75,Yes
14,69.2,Month-to-month,944.65,No
16,79.5,One year,1264.2,No
49,100.65,Two year,4917.75,No
19,103.3,Month-to-month,2012.7,Yes
70,79.7,Two year,5743.3,No
32,61.4,Month-to-month,1864.65,No
18,69.8,Month-to-month,1221.65,No
37,40.55,Two year,1390.85,No
4,75.65,Month-to-month,302.35,No
16,90.7,Month-to-month,1374.9,No
17,80.5,Month-to-month,1336.9,No
19,60.6,Month-to-month,1297.8,No
60,101.15,Two year,6067.4,No
51,24.95,Two year,1222.25,No
28,20.3,Two year,487.95,No
43,60.0,Two year,2548.55,No
42,20.25,Two year,835.5,No
3,78.5,Month-to-month,242.05,Yes
1,44.75,Month-to-month,44.75,No
3,19.85,Month-to-month,63.75,Yes
63,98.0,Two year,6218.45,No
3,79.9,Month-to-month,260.9,Yes
68,107.7,Month-to-month,7320.9,No
30,99.7,Month-to-month,2967.35,Yes
60,104.7,Two year,6333.8,No
15,58.6,Month-to-month,939.7,Yes
45,93.9,Month-to-month,4200.25,No
70,86.45,Two year,5950.2,No
10,98.5,Month-to-month,1037.75,Yes
4,19.4,Month-to-month,93.4,No
1,50.45,Month-to-month,50.45,Yes
68,24.95,Two year,1614.9,No
22,75.0,Month-to-month,1573.95,No
38,94.65,Month-to-month,3624.3,Yes
1,100.25,Month-to-month,100.25,Yes
18,78.2,Month-to-month,1468.75,No
29,94.2,Month-to-month,2607.6,No
16,88.45,Month-to-month,1422.1,Yes
1,69.85,Month-to-month,69.85,Yes
12,81.7,Month-to-month,858.6,Yes
31,50.05,One year,1523.4,No
4,79.9,Month-to-month,324.3,Yes
48,69.55,One year,3435.6,No
15,25.4,Month-to-month,399.6,Yes
50,90.1,One year,4549.45,No
7,44.65,Month-to-month,322.5,No
41,83.75,Month-to-month,3273.55,Yes
68,80.35,Two year,5375.15,No
26,98.1,Month-to-month,2510.7,No
57,53.35,Two year,3090.05,No
3,19.55,Month-to-month,61.05,No
1,20.9,Month-to-month,20.9,Yes
19,48.95,One year,955.6,No
3,54.2,Month-to-month,140.4,No
59,24.45,Two year,1493.1,No
1,69.4,Month-to-month,69.4,Yes
42,40.15,Month-to-month,1626.05,No
7,74.9,Month-to-month,541.15,Yes
67,25.6,Two year,1784.9,No
1,70.35,Month-to-month,70.35,No
66,91.7,Two year,6075.9,No
61,89.2,Month-to-month,5500.6,No
4,24.1,One year,73.1,No
42,74.15,Month-to-month,3229.4,Yes
64,53.85,One year,3399.85,No
54,115.6,One year,6431.05,No
1,19.75,Month-to-month,19.75,No
54,24.05,Two year,1230.9,No
18,25.3,Two year,454.65,No
3,84.3,Month-to-month,235.05,No
1,70.1,Month-to-month,70.1,Yes
72,89.75,Two year,6595.9,No
60,97.95,One year,5867.0,No
11,20.0,One year,196.35,No
12,78.3,Month-to-month,909.25,Yes
61,103.9,One year,6449.15,No
39,20.7,Two year,762.45,No
55,96.8,Month-to-month,5283.95,Yes
17,94.4,Month-to-month,1617.5,Yes
37,20.15,One year,785.75,No
72,26.0,Two year,1776.0,No
72,77.35,Two year,5396.25,No
8,66.05,Month-to-month,574.5,No
22,19.9,Month-to-month,400.3,No
1,84.3,Month-to-month,84.3,Yes
38,68.15,Month-to-month,2656.3,No
17,80.85,One year,1445.95,No
70,75.5,Two year,5212.65,No
72,92.45,Two year,6440.25,Yes
28,80.6,Month-to-month,2244.95,No
15,83.2,Month-to-month,1130.0,No
72,87.55,Two year,6463.15,No
11,99.55,Month-to-month,1131.2,Yes
8,81.25,Month-to-month,585.95,Yes
57,109.4,One year,6252.7,No
1,19.95,Month-to-month,19.95,Yes
46,45.55,Month-to-month,2062.15,No
30,20.7,One year,587.1,No
10,75.3,Month-to-month,720.45,No
23,99.25,Month-to-month,2186.4,Yes
32,93.4,Month-to-month,2979.3,No
13,73.75,Month-to-month,956.65,No
39,80.45,Two year,3201.55,Yes
44,88.15,Month-to-month,3973.2,No
9,49.2,Month-to-month,447.9,No
67,19.65,Two year,1335.2,No
9,79.35,Month-to-month,661.25,Yes
15,79.75,Month-to-month,1111.85,Yes
71,105.15,Two year,7555.0,No
1,49.0,Month-to-month,49.0,No
30,100.05,Month-to-month,3046.15,Yes
1,69.35,Month-to-month,69.35,Yes
17,49.8,Month-to-month,836.35,No
3,85.8,Month-to-month,272.2,Yes
67,79.7,Two year,5293.4,Yes
1,20.95,Month-to-month,20.95,No
1,50.55,Month-to-month,50.55,Yes
32,79.3,Month-to-month,2570.0,No
41,19.5,One year,798.2,No
1,80.55,Month-to-month,80.55,Yes
1,44.15,Month-to-month,44.15,No
12,84.5,Month-to-month,916.9,Yes
62,105.5,Month-to-month,6487.2,No
22,84.3,Month-to-month,1855.65,Yes
17,92.7,Month-to-month,1556.85,No
72,26.25,Two year,1988.05,No
56,96.95,Month-to-month,5432.2,No
9,20.45,Month-to-month,147.55,No
72,115.8,Two year,8424.9,No
20,108.2,Month-to-month,2203.7,No
19,20.2,Two year,387.4,No
2,67.75,Month-to-month,116.65,Yes
53,54.9,One year,3045.75,No
27,85.25,Month-to-month,2287.25,Yes
6,20.15,Month-to-month,130.5,No
9,90.35,One year,767.9,No
8,55.75,Month-to-month,446.8,No
71,114.6,Two year,8100.25,No
10,80.05,Month-to-month,830.7,Yes
1,20.0,Month-to-month,20.0,Yes
71,66.8,One year,4689.15,No
68,100.3,One year,6754.35,No
34,105.35,Month-to-month,3540.65,No
26,85.2,One year,2184.6,No
22,48.8,Month-to-month,1054.6,Yes
7,18.95,Month-to-month,130.55,No
20,69.8,Month-to-month,1540.35,No
60,106.15,Month-to-month,6411.25,No
72,20.55,Two year,1432.55,No
72,105.75,One year,7629.85,No
4,25.25,Month-to-month,101.9,No
16,19.75,Month-to-month,313.4,No
62,104.85,One year,6312.9,No
10,60.95,Month-to-month,629.55,No
31,81.15,Month-to-month,2640.55,No
71,19.1,Two year,1372.45,No
58,20.8,Two year,1212.25,No
70,90.15,Two year,6237.05,No
71,90.1,Two year,6310.9,No
69,74.1,Two year,5031.0,No
1,85.05,Month-to-month,85.05,Yes
72,118.75,Two year,8672.45,No
26,85.9,Month-to-month,2196.45,No
33,95.0,Month-to-month,3008.15,No
10,20.15,Two year,220.8,No
57,101.3,Two year,5779.6,No
10,21.2,Month-to-month,222.65,No
39,24.2,One year,914.6,No
11,20.3,Month-to-month,246.3,No
21,102.8,Month-to-month,2110.15,Yes
68,85.3,Two year,5560.0,No
18,89.6,One year,1633.0,No
6,99.95,Month-to-month,547.65,Yes
18,56.25,Month-to-month,969.85,No
52,50.95,One year,2610.65,No
56,115.85,Two year,6567.9,No
45,103.65,Month-to-month,4747.85,No
67,26.1,Two year,1759.55,No
3,35.1,Month-to-month,101.1,No
65,99.1,Month-to-month,6496.15,No
63,67.25,Two year,4234.15,No
11,25.0,Two year,300.7,No
1,59.55,Month-to-month,59.55,No
55,77.8,Two year,4323.35,No
25,55.1,One year,1466.1,No
72,117.8,One year,8684.8,Yes
72,24.15,Two year,1776.45,No
65,45.25,Two year,2933.95,No
54,79.5,Month-to-month,4370.25,Yes
7,20.25,Month-to-month,144.35,No
72,64.75,Two year,4804.75,No
21,54.6,Month-to-month,1125.2,No
2,20.7,Month-to-month,39.85,No
4,94.75,Month-to-month,422.4,No
3,79.65,Month-to-month,251.75,Yes
72,115.8,Two year,8332.15,No
6,49.45,Month-to-month,314.6,No
52,83.8,Month-to-month,4331.4,No
69,95.35,Month-to-month,6382.0,No
8,94.7,Month-to-month,740.3,Yes
8,74.05,Month-to-month,600.15,No
63,89.6,Month-to-month,5538.8,No
60,116.6,One year,7049.5,No
12,54.2,Month-to-month,690.5,No
13,19.3,Month-to-month,279.3,No
22,65.05,Month-to-month,1427.55,No
5,92.5,Month-to-month,452.7,Yes
1,19.45,Month-to-month,19.45,Yes
72,24.05,Two year,1709.15,No
2,18.75,Month-to-month,53.15,No
40,20.15,Two year,777.35,No
44,20.0,One year,860.85,No
71,71.0,One year,5012.1,No
2,75.55,Month-to-month,166.3,Yes
26,93.6,Month-to-month,2404.1,No
1,70.0,Month-to-month,70.0,Yes
1,24.4,Month-to-month,24.4,No
65,74.8,Two year,4820.15,Yes
3,65.25,Month-to-month,209.9,No
13,50.55,Month-to-month,610.75,No
33,104.4,Month-to-month,3409.6,Yes
1,70.7,Month-to-month,70.7,No
4,45.25,Month-to-month,155.35,No
2,70.3,Month-to-month,144.0,No
72,108.95,Two year,7875.0,No
37,26.45,Month-to-month,911.6,No
15,86.2,Month-to-month,1270.2,Yes
23,19.65,One year,478.1,No
30,51.2,Month-to-month,1561.5,Yes
42,19.05,One year,761.85,No
32,74.75,One year,2282.95,No
22,75.8,Month-to-month,1615.1,No
42,25.1,Month-to-month,1097.15,No
8,44.45,Month-to-month,369.3,No
65,104.3,Two year,6725.3,No
2,19.5,Month-to-month,31.55,Yes
70,89.0,Two year,6293.2,No
22,20.15,Month-to-month,432.5,No
4,74.9,Month-to-month,321.75,Yes
2,74.9,Month-to-month,147.15,Yes
67,36.15,Two year,2434.45,No
25,19.2,Month-to-month,532.1,No
20,19.25,Month-to-month,375.25,No
2,61.2,Month-to-month,125.95,No
51,20.45,Two year,1042.65,No
46,35.05,Month-to-month,1620.25,No
25,100.25,Month-to-month,2387.75,Yes
13,44.0,Month-to-month,659.35,No
25,102.8,Month-to-month,2660.2,Yes
26,50.35,One year,1285.8,No
43,100.0,One year,4211.55,Yes
19,20.0,Month-to-month,377.55,No
10,99.85,Month-to-month,990.9,Yes
2,94.2,Month-to-month,193.8,Yes
72,86.4,Two year,6058.95,No
18,58.4,Month-to-month,964.9,No
9,83.85,Month-to-month,790.15,Yes
27,88.3,Month-to-month,2467.75,Yes
24,94.1,Month-to-month,2322.85,No
69,104.05,One year,7262.0,Yes
46,108.9,Two year,4854.3,No
72,107.4,Two year,7748.75,No
22,94.7,Month-to-month,1914.9,Yes
70,90.85,Month-to-month,6470.1,No
2,19.9,Month-to-month,57.4,No
31,66.4,Month-to-month,2019.8,No
56,100.65,Month-to-month,5688.05,Yes
16,100.7,Month-to-month,1522.7,No
52,25.6,Two year,1334.5,No
13,19.85,Month-to-month,252.0,No
35,20.75,One year,700.45,No
59,95.8,Two year,5655.45,No
72,94.65,Month-to-month,6747.35,No
66,80.55,Two year,5265.1,Yes
49,106.65,Two year,5174.35,No
2,45.85,Month-to-month,105.6,No
21,104.35,Month-to-month,2271.85,No
54,55.45,One year,2966.95,No
24,78.85,Month-to-month,1772.25,Yes
1,61.15,Month-to-month,61.15,No
6,78.95,Month-to-month,494.95,No
1,44.45,Month-to-month,44.45,Yes
49,109.2,One year,5290.45,No
56,61.3,Two year,3346.8,No
56,96.85,Month-to-month,5219.65,No
6,40.55,Two year,217.5,No
32,19.8,One year,607.7,No
50,108.25,One year,5431.4,No
58,105.05,One year,6004.85,No
65,90.45,Two year,5957.9,No
64,86.4,Two year,5442.05,No
66,66.9,Two year,4370.25,No
38,110.7,One year,4428.6,No
20,20.0,One year,416.45,No
36,84.9,Month-to-month,3067.2,Yes
64,102.1,One year,6688.1,No
1,20.25,Month-to-month,20.25,Yes
60,70.15,One year,4224.7,No
1,74.35,Month-to-month,74.35,Yes
50,80.05,One year,4042.2,No
1,62.05,Month-to-month,62.05,Yes
72,49.2,Two year,3580.95,No
